ID_QUESTAO,LABEL_QUESTAO,ENUNCIADO_QUESTAO,ALTERNATIVA_A,ALTERNATIVA_B,ALTERNATIVA_C,ALTERNATIVA_D,ALTERNATIVA_E
348,1,"Advento da Polis, nascimento da filosofia: entre as duas ordens de fenômenos, os
vínculos são demasiado estreitos para que o pensamento racional não apareça, em suas
origens, solidário das estruturas sociais e mentais próprias da cidade grega. Assim
recolocada na história, a filosofia despoja-se desse caráter de revelação absoluta que às
vezes lhe foi atribuído, saudando, na jovem ciência dos jônios, a razão intemporal que
veio encarnar-se no Tempo. A escola de Mileto não viu nascer a Razão; ela construiu uma
Razão, uma primeira forma de racionalidade. Essa razão grega não é a razão
experimental da ciência contemporânea.
VERNANT, J. P. Origens do pensamento grego. Rio de Janeiro: Difel, 2002.
Os vínculos entre os fenômenos indicados no trecho foram fortalecidos pelo surgimento
de uma categoria de pensadores, a saber:","Os epicuristas, envolvidos com o ideal de vida feliz.","Os estoicos, dedicados à superação dos infortúnios.","Os sofistas, comprometidos com o ensino da retórica.","Os peripatéticos, empenhados na dinâmica do ensino.","Os poetas rapsodos, responsáveis pela narrativa do mito.
/
"
349,1,"Decreto-Lei n. 1 949, de 27/12/1937
Art. 1º Fica criado o Departamento de Imprensa e Propaganda (DIP), diretamente
subordinado ao presidente da República.
Art. 2º O DIP tem por fim:
h) coordenar e incentivar as relações da imprensa com os poderes públicos no sentido de
maior aproximação da mesma com os fatos que se ligam aos interesses nacionais;
n) autorizar mensalmente a devolução dos depósitos efetuados pelas empresas
jornalísticas para a importação de papel para imprensa, uma vez demonstrada, a seu
juízo, a eficiência e a utilidade pública dos jornais ou periódicos por elas administrados ou
dirigidos.
BRASIL apud CARONE, E. A Terceira República (1937-1945). São Paulo: Difel, 1982 (adaptado).
Com base nos trechos do decreto, as finalidades do órgão criado permitiram ao governo
promover o(a)",diversificação da opinião pública.,mercantilização da cultura popular.,controle das organizações sindicais.,cerceamento da liberdade de expressão.,"privatização dos meios de comunicação.
/
"
350,1,"Geoestatísticas de recursos naturais da Amazônia Legal. Rio de Janeiro: IBGE, 2011 (adaptado).
O mapa espacializa um recurso natural com alto potencial para ocorrência de:",Abalos sísmicos periódicos.,Jazidas de minerais metálicos.,Reservas de combustíveis fósseis.,Aquíferos sedimentares profundos.,"Estruturas geológicas metamórficas.
/
"
351,1,"Nascidas no Líbano, as duas irmãs não puderam ser registradas no país, porque lá é
exigido que os nascidos sejam filhos de pais e mães libaneses. Seus pais, de
nacionalidade síria, também não puderam registrá-las no país de origem. Na Síria,
crianças só são registradas por pais oficialmente casados, o que não era o caso deles.
Disponível em: https://agenciabrasil.ebc.com.br. Acesso em: 7 nov. 2021.
Em situações como a apresentada no texto, as pessoas ao nascerem já se encontram na
condição sociopolítica de",exiladas.,apátridas.,foragidas.,refugiadas.,"clandestinas.
/
"
352,1,"TEXTO I
Uma filosofia da percepção que queira reaprender a ver o mundo restituirá à pintura e
às artes em geral seu lugar verdadeiro.
MERLEAU-PONTY, M. Conversas: 1948. São Paulo: Martins Fontes, 2004.
TEXTO II
Os grandes autores de cinema nos pareceram confrontáveis não apenas com
pintores, arquitetos, músicos, mas também com pensadores. Eles pensam com imagens,
em vez de conceitos.
DELEUZE, G. Cinema 1: a imagem-movimento. São Paulo: Brasiliense, 1983 (adaptado).
De que modo os textos sustentam a existência de um saber ancorado na sensibilidade?",Admitindo o belo como fenômeno transcendental.,Reafirmando a vivência estética como juízo de gosto.,Considerando o olhar como experiência de conhecimento.,Apontando as formas de expressão como auxiliares da razão.,"Estabelecendo a inteligência como implicação das representações.
/
"
353,1,"TEXTO I
Manda o Santo Ofício da Inquisição que ninguém, seja qual for seu estado, idade ou
condição, pare com carroça, caleça ou montaria nem atrapalhe com mesas ou cadeiras o
centro das ruas, que vão da Inquisição a São Domingos, nem atravesse a procissão em
ponto algum da ida ou da volta, amanhã, 19 do corrente, em que se celebrará auto de fé.
E também que nem nesse dia nem nos dos açoites ouse alguém atirar nos réus maçãs,
pedras, laranjas nem outra coisa qualquer.
PALMA, R. Anais da Inquisição de Lima. São Paulo: Edusp; Giordano, 1992 (adaptado).
TEXTO II
Como acontece em todos os ritos, o sentido do auto da fé é conferido pela sequência
dos atos que o compõem. Os lugares, as posturas, os gestos, as palavras são fixados
previamente em toda a sua complexidade. Por isso, o auto da fé apresenta momentos
fortes — durante a preparação, a encenação, o ato e a recepção — que convém seguir
em seus pormenores.
BETHENCOURT, F. História das Inquisições: Portugal, Espanha e Itália – séculos XV-XIX.  
São Paulo: Cia. das Letras, 2000.
O rito mencionado nos textos demonstra a capacidade da Igreja em",abrandar cerimônias de punição.,favorecer anseios de violência.,criticar políticas de disciplina.,produzir padrões de conduta.,"ordenar cultos de heresia.
/
"
354,1,"Empédocles estabelece quatro elementos corporais — fogo, ar, água e terra —, que
são eternos e que mudam aumentando e diminuindo mediante mistura e separação; mas
os princípios propriamente ditos, pelos quais aqueles são movidos, são o Amor e o Ódio.
Pois é preciso que os elementos permaneçam alternadamente em movimento, sendo ora
misturados pelo Amor, ora separados pelo Ódio.
SIMPLÍCIO. Física, 25, 21. In: Os pré-socráticos. São Paulo: Nova Cultural, 1996.
O texto propõe uma reflexão sobre o entendimento de Empédocles acerca da arché, uma
preocupação típica do pensamento pré-socrático, porque",exalta a investigação filosófica.,transcende ao mundo sensível.,evoca a discussão cosmogônica.,fundamenta as paixões humanas.,"corresponde à explicação mitológica.
/
"
355,1,"Macrocefalia urbana pode ser entendida como a massiva concentração das
atividades econômicas em algumas metrópoles que propicia o desencadeamento de
processos descompassados: redirecionamento e convergência de fluxos migratórios,
déficit no número de empregos, ocupação desordenada de determinadas regiões da
cidade e estigmatização de estratos sociais, que comprometem substancialmente a
segurança pública urbana.
SANTOS, M. O espaço dividido: os dois circuitos da economia urbana dos países subdesenvolvidos.  
São Paulo: Edusp, 2004.
O processo de concentração espacial apresentado foi estimulado por qual fator
geográfico?",Limitação da área ocupada.,Êxodo da população do campo.,Ampliação do risco habitacional.,Deficiência do transporte alternativo.,"Crescimento da taxa de fecundidade.
/
"
356,1,"Entretanto, nosso amigo Basso tem o ânimo alegre. Isso resulta da filosofia: estar
alegre diante da morte, forte e contente qualquer que seja o estado do corpo, sem
desfalecer, ainda que desfaleça.
SÊNECA, L. Cartas morais. Lisboa: Calouste Gulbenkian, 1990.
O excerto refere-se a uma carta de Sêneca na qual se apresenta como um bem
fundamental da filosofia promover a",valorização de disputas dialógicas.,rejeição das convenções sociais.,inspiração de natureza religiosa.,exaltação do sofrimento.,"moderação das paixões.
/
"
357,1,"Quando os espanhóis chegaram à América, estava em seu apogeu o império
teocrático dos Incas, que estendia seu poder sobre o que hoje chamamos Peru, Bolívia e
Equador, abarcava parte da Colômbia e do Chile e alcançava até o norte argentino e a
selva brasileira; a confederação dos Astecas tinha conquistado um alto nível de eficiência
no vale do México, e no Yucatán, na América Central, a esplêndida civilização dos Maias
persistia nos povos herdeiros, organizados para o trabalho e para a guerra. Os Maias
tinham sido grandes astrônomos, mediram o tempo e o espaço com assombrosa
precisão, e tinham descoberto o valor do número zero antes de qualquer povo da história.
No museu de Lima, podem ser vistos centenas de crânios que receberam placas de ouro
e prata por parte dos cirurgiões Incas.
GALEANO, E. As veias abertas da América Latina. Porto Alegre: L&PM, 2012.
As sociedades mencionadas deixaram como legado uma diversidade de",bens religiosos inspirados na matriz cristã.,materiais bélicos pilhados em batalhas coloniais.,heranças culturais constituídas em saberes próprios.,costumes laborais moldados em estilos estrangeiros.,"práticas medicinais alicerçadas no conhecimento científico.
/
"
358,1,"Em Vitória (ES), no bairro Goiabeiras, encontramos as paneleiras, mulheres que são
conhecidas pelos saberes/fazeres das tradicionais panelas de barro, ícones da culinária
capixaba. A tradição passada de mãe para filha é de origem indígena e sofreu influência
de outras etnias, como a afro e a luso. Dessa mistura, acredita-se que a fabricação das
panelas de barro já tenha 400 anos. A fabricação das panelas de barro se dá em várias
etapas, desde a obtenção de matéria-prima à confecção das panelas. As matérias-primas
tradicionalmente utilizadas são provenientes do meio natural, como: argila, retirada do
barreiro no Vale do Mulembá; madeira, atualmente proveniente das sobras da construção
civil; e tinta, extraída da casca do manguezal, o popular mangue-vermelho.
TRISTÃO, M. A educação ambiental e o pós-colonialismo. Revista de Educação, n. 53, ago. 2014.
Uma característica de práticas tradicionais como a exemplificada no texto é a vinculação
entre os recursos do mundo natural e a",manutenção dos modos de vida.,conservação dos plantios da roça.,atualização do modelo de gestão.,participação na sociedade de consumo.,"especialização nas etapas de produção.
"
359,0,"A figura ilustra esquematicamente um processo de remediação de solos
contaminados com tricloroeteno (TCE), um agente desengraxante. Em razão de
vazamentos de tanques de estocagem ou de manejo inapropriado de resíduos industriais,
ele se encontra presente em águas subterrâneas, nas quais forma uma fase líquida densa
não aquosa (DNAPL) que se deposita no fundo do aquífero. Essa tecnologia de
descontaminação emprega o íon persulfato (S O
), que é convertido no radical •SO
por minerais que contêm Fe(III). O esquema representa de forma simplificada o
mecanismo de ação química sobre o TCE e a formação dos produtos de degradação.
BERTAGI, L. T.; BASÍLIO, A. O.; PERALTA-ZAMORA, P. Aplicações ambientais de persulfato: remediação de águas
subterrâneas e solos contaminados. Química Nova, n. 9, 2021 (adaptado).
Esse procedimento de remediação de águas subterrâneas baseia-se em reações de
2
82−
4−",oxirredução.,substituição.,precipitação.,desidratação.,"neutralização.
/
"
360,0,"De acordo com a Organização Mundial da Saúde, a filariose e a leishmaniose são
consideradas doenças tropicais infecciosas e constituem uma preocupação para a saúde
pública por ser alto o índice de mortalidade a elas associado.
Uma medida profilática comum a essas duas doenças é o(a)",incineração do lixo orgânico.,construção de rede de esgoto.,uso de vermífugo pela população.,controle das populações dos vetores.,"consumo de carnes vermelhas bem cozidas.
/
"
361,0,"Em 2017, foi inaugurado, no estado da Bahia, o Parque Solar Lapa, composto por
duas usinas (Bom Jesus da Lapa e Lapa) e capaz de gerar cerca de 300 GWh de energia
por ano. Considere que cada usina apresente potência igual a 75 MW, com o parque
totalizando uma potência instalada de 150 MW. Considere ainda que a irradiância solar
média é de 1 500 W
m2 e que a eficiência dos painéis é de 20%.
Parque Solar Lapa entra em operação. Disponível em: www.canalbioenergia.com.br.  
Acesso em: 9 jun. 2022 (adaptado).
Nessas condições, a área total dos painéis solares que compõem o Parque Solar Lapa é
mais próxima de:",1 000 000 m2,500 000 m2,250 000 m2,100 000 m2,"20 000 m2
/
"
